Pie Face,Snacks & Specialties,images/Shops/B2/645.jpg,Unit:  #B2-49ATel: 8121 4129,,,
POSB Autolobby,"Banks, ATM & Financial Services",images/Shops/B2/670.jpg,Unit:  #B2-25,,,
QQ Rice,Snacks & Specialties,images/Shops/B2/637.jpg,Unit:  #B2-48BTel: 6484 3368,,,
Raffles Medical,Clinic,images/Shops/B2/692.jpg,"Unit:  #B2-01Tel: 6634 2585
",,,
Rockery,"Restaurant, Cafe & Fast Food",images/Shops/B2/638.jpg,Unit:  #B2-47Tel: 9826 8211,,,
Selffix DIY,Services,images/Shops/B2/647.jpg,Changi Business Park Central 1,,,
SingTel Exclusive Retailer,Telecommunications & Accessories,images/Shops/B2/658.jpg,Unit:  #B2-33Tel: 6634 3323 / 6634 3833,,,
Spectacle Hut,Optical,images/Shops/B2/668.jpg,Unit:  #B2-23/24Tel: 6634 5717,,,
Sweet Talk,Snacks & Specialties,images/Shops/B2/673.jpg,Unit:  #B2-67Tel: 6634 7673,,,
Tai Lei Loi Kei,"Restaurant, Cafe & Fast Food",images/Shops/B2/681.jpg,Unit:  #B2-15,,,
Tea Tree Cafe,Snacks & Specialties,images/Shops/B2/666.jpg,Unit:  #B2-52Tel: 6634 2416,,,
ToriGO!,Snacks & Specialties,images/Shops/B2/666.jpg,Unit:  #B2-60/61Tel: 6634 8801,,,
Twelve Cupcakes,Snacks & Specialties,images/Shops/B2/639.jpg,Dhoby Ghaut,,,
Visual Art's Optics,Optical,images/Shops/B2/657.jpg,Unit:  #B2-34Tel: 6481 3471,,,
Wine Connection,Snacks & Specialties,images/Shops/B2/650.jpg,Unit:  #B2-41Tel: 6634 8757,,,
Ya Kun Family Cafe,"Restaurant, Cafe & Fast Food",images/Shops/B2/642.jpg,Unit:  #B2-46Tel: 6634 9744,,,
[New tenant coming soon],,images/Shops/B2/640.jpg,Unit:  #B2-48,,,
"A,DREY",Fashion & Accessories,images/Shops/B1/426.jpg,Unit:  #B1-68Tel: 6886 9068,,,
Andersen's of Denmark Ice Cream,"Restaurant, Cafe & Fast Food",images/Shops/B1/407.jpg,Unit:  #B1-09Tel: 6634 2308,,,
AOne Claypot House,"Restaurant, Cafe & Fast Food",images/Shops/B1/422.jpg,Unit:  #B1-73/74Tel: 6636 5159,,,
Ayam Penyet President,"Restaurant, Cafe & Fast Food",images/Shops/B1/406.jpg,Unit:  #B1-13/14Tel: 6634 8165,,,
BEGA,Fashion & Accessories,images/Shops/B1/440.jpg,Unit:  #B1-48/49Tel: 6634 2883,,,
Bella Skin Care,"Hair, Beauty & Wellness",images/Shops/B1/439.jpg,Unit:  #B1-52Tel: 6509 3373,,,
Carl's Jr,"Restaurant, Cafe & Fast Food",images/Shops/B1/392.jpg,Unit:  #B1-28/29Tel: 6634 4075,,,
Charcoal Thai,"Restaurant, Cafe & Fast Food",images/Shops/B1/391.jpg,Unit:  #B1-30/31Tel: 6288 6260,,,
Dafuni Boutique,Fashion & Accessories,images/Shops/B1/437.jpg,Unit:  #B1-54Tel: 6636 6818,,,
Din Tai Fung,"Restaurant, Cafe & Fast Food",images/Shops/B1/405.jpg,Unit:  #B1-10/11/12Tel: 6634 7787,,,
DMK,Fashion & Accessories,images/Shops/B1/396.jpg,Unit:  #B1-23Tel: 6634 1809,,,
Eyechamp Flagship,Optical,images/Shops/B1/442.jpg,Unit:  #B1-50/51Tel: 6634 2250,,,
Fish & Co,"Restaurant, Cafe & Fast Food",images/Shops/B1/410.jpg,Unit:  #B1-05/06,,,
Guardian Health & Beauty ,"Hair, Beauty & Wellness",images/Shops/B1/430.jpg,Unit:  #B1-62/63Tel: 6634 2715,,,
Hong Kong Sheng Kee Dessert,"Restaurant, Cafe & Fast Food",images/Shops/B1/387.jpg,Unit:  #B1-46Tel: 6634 2778,,,
Honguo,"Restaurant, Cafe & Fast Food",images/Shops/B1/421.jpg,Unit:  #B1-75Tel: 6634 4675,,,
Hot Tomato Cafe & Grill,"Restaurant, Cafe & Fast Food",images/Shops/B1/389.jpg,Unit:  #B1-47Tel: 6753 4300,,,
Hue,Fashion & Accessories,images/Shops/B1/428.jpg,Unit:  #B1-65Tel: 6634 5568,,,
IP Case Stereo House,Telecommunications & Accessories,images/Shops/B1/388.jpg,Unit:  #B1-46aTel: 6634 2842,,,
ISA,Fashion & Accessories,images/Shops/B1/436.jpg,Unit:  #B1-55Tel: 6634 7670,,,
KFC,"Restaurant, Cafe & Fast Food",images/Shops/B1/390.jpg,Unit:  #B1-32/33Tel: 6634 4093,,,
KIYO,Fashion & Accessories,images/Shops/B1/399.jpg,Unit:  #B1-20Tel: 6634 2813,,,
KOI Cafe,"Restaurant, Cafe & Fast Food",images/Shops/B1/697.jpg,Unit:  #B1-07Tel: 6634 8623,,,
London Weight Management & New York Skin Solutions,"Hair, Beauty & Wellness",images/Shops/B1/423.jpg,Unit:  #B1-71/72Tel: 6514 5566,,,
Long John Silver's,"Restaurant, Cafe & Fast Food",images/Shops/B1/385.jpg,Unit:  #B1-45Tel: 6634 2858,,,
M1,Telecommunications & Accessories,images/Shops/B1/435.jpg,Unit:  #B1-56,,,
Mad Jack,"Restaurant, Cafe & Fast Food",images/Shops/B1/393.jpg,Unit:  #B1-27Tel: 6634 7551,,,
Mondo,Fashion & Accessories,images/Shops/B1/400.jpg,Unit:  #B1-18/19Tel: 6484 3648,,,
Monster Curry,"Restaurant, Cafe & Fast Food",images/Shops/B1/432.jpg,Unit:  #B1-08Tel: 6634 2168,,,
MOSS,Fashion & Accessories,images/Shops/B1/432.jpg,Unit:  #B1-59Tel: 6636 6881,,,
Mugiya,Bakery & Confectionery,images/Shops/B1/384.jpg,Unit:  #B1-44Tel: 6509 4847,,,
Nail Palace,"Hair, Beauty & Wellness",images/Shops/B1/403.jpg,Unit:  #B1-16Tel: 6853 9981,,,
Nando's,"Restaurant, Cafe & Fast Food",images/Shops/B1/383.jpg,Unit:  #B1-41/42/43Tel: 6509 0331,,,
Nanyang Optical,Optical,images/Shops/B1/429.jpg,Unit:  #B1-64Tel: 6634 4912,,,
New Trend Lifestyle,"Gift, Hobbies & Leisure",images/Shops/B1/424.jpg,Unit:  #B1-70,,,
Osmose,Fashion & Accessories,images/Shops/B1/397.jpg,Unit:  #B1-22Tel: 6634 4800,,,
Perllini & Mel,Fashion & Accessories,images/Shops/B1/427.jpg,Unit:  #B1-66/67Tel: 6509 3596,,,
Premier Dead Sea,"Hair, Beauty & Wellness",images/Shops/B1/438.jpg,Unit:  #B1-53Tel: 6634 4083,,,
RED2,Fashion & Accessories,images/Shops/B1/433.jpg,Unit:  #B1-58Tel: 6634 9979,,,
Sasa,"Hair, Beauty & Wellness",images/Shops/B1/398.jpg,Unit:  #B1-21Tel: 6634 8758,,,
Sense,Fashion & Accessories,images/Shops/B1/434.jpg,Unit:  #B1-57Tel: 6634 2356,,,
Seoul Garden,"Restaurant, Cafe & Fast Food",images/Shops/B1/386.jpg,Unit:  #B1-34/35Tel: 6555 1339,,,
Shokutsu 10,"Restaurant, Cafe & Fast Food",images/Shops/B1/411.jpg,Unit:  #B1-02/03/04 & B1-K1 & B1-78/79/80- Green Pumpkin Japanese Bakery (Tel: 6634 7437) - Green Pumpkin Japanese Bakery Cafe (Tel: 6634 7990) - Ichiban Boshi (Tel: 6634 0128) - Kabe no Ana (Tel: 6634 8204) - Kuriya Japanese Fresh Fish Market (Tel: 6634 4568) - Men-ichi Japanese Ramen (Tel: 6634 4638) - Ten-ichi Udon - Tontei Pork Restaurant (Tel: 6634 7116) - Wadori Yakitori - Yaki Yaki Bo (Tel: 6634 4838),,,
Siam Kitchen,"Restaurant, Cafe & Fast Food",images/Shops/B1/420.jpg,Unit:  #B1-76/77Tel: 6634 4911,,,
Silvera,Fashion & Accessories,images/Shops/B1/401.jpg,Unit:  #B1-17Tel: 6634 2290,,,
SK Jewellery,Jewellery & Watches,images/Shops/B1/431.jpg,Unit:  #B1-60/61Tel: 6634 4533,,,
So Pho,"Restaurant, Cafe & Fast Food",images/Shops/B1/404.jpg,Unit:  #B1-15Tel: 6636 8195,,,
Starhub,Telecommunications & Accessories,images/Shops/B1/395.jpg,Unit:  #B1-24/25/26Tel: 6820 1354,,,
Sushi Express,"Restaurant, Cafe & Fast Food",images/Shops/B1/382.jpg,Unit:  #B1-38/39/40Tel: 6509 5802,,,
TSP Serious About Skin,"Hair, Beauty & Wellness",images/Shops/B1/425.jpg,Unit:  #B1-69Tel: 6634 7855,,,
Yoshinoya,"Restaurant, Cafe & Fast Food",images/Shops/B1/381.jpg,Unit:  #B1-36/37Tel: 6634 4863,,,
-417 Dead Sea Cosmetics,"Hair, Beauty & Wellness",images/Shops/01/47.jpg,Unit:  #01-K10Tel: 6636 9672,,,
Adidas,Fashion & Accessories,images/Shops/01/60.jpg,Unit:  #01-07/08Tel: 6481 3689,,,
Aurora Jewelry,Jewellery & Watches,images/Shops/01/45.jpg,Unit:  #01-K13/14Tel: 6509 9124,,,
Baskin Robbins,"Restaurant, Cafe & Fast Food",images/Shops/01/51.jpg,Unit:  #01-K4/5Tel: 6636 6931,,,
Bata,Fashion & Accessories,images/Shops/01/21.jpg,Unit:  #01-71Tel: 6513 0358,,,
Beauty By Nature,"Hair, Beauty & Wellness",images/Shops/01/31.jpg,Unit:  #01-82Tel: 6509 9177,,,
Bering,Jewellery & Watches,images/Shops/01/710.jpg,Unit:  #01-K3Tel: 6481 1167,,,
Charles & Keith,Fashion & Accessories,images/Shops/01/40.jpg,Unit:  #01-39/40Tel: 6634 7445,,,
City Chain,Jewellery & Watches,images/Shops/01/28.jpg,Unit:  #01-78Tel: 6634 4234,,,
Concept Watch,Jewellery & Watches,images/Shops/01/24.jpg,Unit:  #01-74Tel: 6509 4935,,,
Converse,Fashion & Accessories,images/Shops/01/707.jpg,Unit:  #01-11Tel: 6634 4886,,,
Cotton On,Fashion & Accessories,images/Shops/01/77.jpg,Unit:  #01-01/02Tel: 6634 4528,,,
Crocs,Fashion & Accessories,images/Shops/01/30.jpg,Unit:  #01-80/81Tel: 6484 1801,,,
Denizen,Fashion & Accessories,images/Shops/01/33.jpg,Unit:  #01-85/86Tel: 6509 5487,,,
Dorothy Perkins,Fashion & Accessories,images/Shops/01/22.jpg,Unit:  #01-72/73Tel: 6636 5456,,,
EAT.,"Restaurant, Cafe & Fast Food",images/Shops/01/7.jpg,Unit:  #01-59/60Tel: 6634 2942,,,
Eighteen Chefs,"Restaurant, Cafe & Fast Food",images/Shops/01/4.jpg,Unit:  #01-57Tel: 6634 4642,,,
ESPRIT,Fashion & Accessories,images/Shops/01/38.jpg,Unit:  #01-42/43/44Tel: 6634 7935,,,
Etude House,"Hair, Beauty & Wellness",images/Shops/01/9.jpg,Unit:  #01-63Tel: 6509 9431,,,
Forntieer,Fashion & Accessories,images/Shops/01/18.jpg,Unit:  #01-70Tel: 6634 1478,,,
G-Factory,Jewellery & Watches,images/Shops/01/17.jpg,Unit:  #01-69Tel: 6634 2707,,,
G2000,Fashion & Accessories,images/Shops/01/12.jpg,Unit:  #01-66/67Tel: 6634 4775,,,
GOLDHEART,Jewellery & Watches,images/Shops/01/41.jpg,Unit:  #01-38Tel: 6634 4018,,,
H&M;,Fashion & Accessories,images/Shops/01/59.jpg,Unit:  #01-12 to 33Tel: 6634 7472,,,
H2 Hub,Jewellery & Watches,images/Shops/01/46.jpg,Unit:  #01-K11/12Tel: 6634 4900,,,
Hang Ten,Fashion & Accessories,images/Shops/01/35.jpg,Unit:  #01-88Tel: 6752 1583,,,
Helen,Fashion & Accessories,images/Shops/01/48.jpg,Unit:  #01-K9Tel: 6634 2238,,,
Helen,Fashion & Accessories,images/Shops/01/49.jpg,Unit:  #01-K8Tel: 6634 2238,,,
Isetan,"Dept Store, Hyper/Supermarket",images/Shops/01/1.jpg,Unit:  #01-50/51Tel: 6363 7777,,,
J West,Fashion & Accessories,images/Shops/01/13.jpg,Unit:  #01-49Tel: 6634 4606,,,
Kent Ridge Education Hub,Education & Enrichment,images/Shops/01/3.jpg,Unit:  #01-56Tel: 6726 0300 / 9061 5789,,,
Keyshoe,Services,images/Shops/01/37.jpg,Unit:  #01-90Tel: 6636 7522,,,
KIMarie hairdressing,"Hair, Beauty & Wellness",images/Shops/01/36.jpg,Unit:  #01-89Tel: 6634 2622,,,
Little Match Girl,Fashion & Accessories,images/Shops/01/16.jpg,Unit:  #01-68Tel: 6636 6860,,,
Lovisa,Fashion & Accessories,images/Shops/01/708.jpg,Unit:  #01-84Tel: 6834 4465,,,
Manicure Room,"Hair, Beauty & Wellness",images/Shops/01/14.jpg,Unit:  #01-48Tel: 6634 4328,,,
MDS,Fashion & Accessories,images/Shops/01/25.jpg,Unit:  #01-75Tel: 6483 3034,,,
Missha,"Hair, Beauty & Wellness",images/Shops/01/700.jpg,Unit:  #01-46Tel: 6509 5855,,,
Mt. Sapola,"Hair, Beauty & Wellness",images/Shops/01/32.jpg,Unit:  #01-83Tel: 6634 5601,,,
Old Kim Guan,"Restaurant, Cafe & Fast Food",images/Shops/01/5.jpg,Unit:  #01-58Tel: 6634 1163,,,
OneDoctors Medical Centre,Clinic,images/Shops/01/2.jpg,Unit:  #01-54/55Tel: 6634 4918,,,
Pandora,Fashion & Accessories,images/Shops/01/43.jpg,Unit:  #01-34Tel: 6556 0884,,,
Pierre Cardin,Fashion & Accessories,images/Shops/01/34.jpg,Unit:  #01-87Tel: 6634 2517,,,
Pink Parlour,"Hair, Beauty & Wellness",images/Shops/01/15.jpg,Unit:  #01-47Tel: 6753 8681,,,
Pur Pur,Fashion & Accessories,images/Shops/01/26.jpg,Unit:  #01-76Tel: 6509 5969,,,
Rip Curl,Fashion & Accessories,images/Shops/01/705.jpg,Unit:  #01-09Tel: 6509 5785,,,
Sephora,"Hair, Beauty & Wellness",images/Shops/01/42.jpg,Unit:  #01-35/36/37Tel: 6509 8489,,,
Skechers,Fashion & Accessories,images/Shops/01/706.jpg,Unit:  #01-10Tel: 6509 6355,,,
Skinfood,"Hair, Beauty & Wellness",images/Shops/01/10.jpg,Unit:  #01-64Tel: 6634 4329,,,
Smiggle,"Gift, Hobbies & Leisure",images/Shops/01/50.jpg,Unit:  #01-K16Tel: 6509 7083,,,
sOmang,"Hair, Beauty & Wellness",images/Shops/01/27.jpg,Unit:  #01-77Tel: 6634 4890,,,
Soo Kee Jewellery,Jewellery & Watches,images/Shops/01/39.jpg,Unit:  #01-41Tel: 6634 4733,,,
Swatch,Jewellery & Watches,images/Shops/01/29.jpg,Unit:  #01-79Tel: 6624 2515,,,
The Body Shop,"Hair, Beauty & Wellness",images/Shops/01/20.jpg,Unit:  #01-45Tel: 6513 2995,,,
The Face Shop ,"Hair, Beauty & Wellness",images/Shops/01/11.jpg,Unit:  #01-65Tel: 6509 8293,,,
The Ship Restaurant,"Restaurant, Cafe & Fast Food",images/Shops/01/8.jpg,Unit:  #01-61/62Tel: 6834 3733,,,
Uniqlo,Fashion & Accessories,images/Shops/01/76.jpg,Unit:  #01-03/04/05/06Tel: 6509 5531,,,
United Overseas Bank,"Banks, ATM & Financial Services",images/Shops/01/6.jpg,Unit:  #01-52/53Tel: 1800 2222 121,,,
Arena,Sports,images/Shops/02/92.jpg,Unit:  #02-38Tel: 6634 2060,,,
AVONE BEAUTY SECRETS,"Hair, Beauty & Wellness",images/Shops/02/94.jpg,Unit:  #02-K10Tel: 6509 1151,,,
BALIthai,"Restaurant, Cafe & Fast Food",images/Shops/02/125.jpg,Unit:  #02-13Tel: 6634 4633,,,
Bioskin Rebirth,"Hair, Beauty & Wellness",images/Shops/02/87.jpg,Unit:  #02-25Tel: 6555 7845,,,
Chicken Hotpot,"Restaurant, Cafe & Fast Food",images/Shops/02/103.jpg,Unit:  #02-17Tel: 6636 9179,,,
Coldwear,Fashion & Accessories,images/Shops/02/85.jpg,Unit:  #02-27Tel: 6481 4037,,,
Couple Lab,Fashion & Accessories,images/Shops/02/99.jpg,Unit:  #02-K7/K8/K9Tel: 6634 1482,,,
Courts,Electrical & Electronics,images/Shops/02/110.jpg,Unit:  #02-49/50Tel: 6634 4667,,,
Dian Xiao Er,"Restaurant, Cafe & Fast Food",images/Shops/02/123.jpg,Unit:  #02-09/10Tel: 6634 4828,,,
Estetica,"Hair, Beauty & Wellness",images/Shops/02/91.jpg,Unit:  #02-37Tel: 6285 6372,,,
Eubiq,Electrical & Electronics,images/Shops/02/116.jpg,Unit:  #02-56Tel: 6634 2624,,,
Feminu,Fashion & Accessories,images/Shops/02/96.jpg,Unit:  #02-39Tel: 6634 2855,,,
Funfit,Sports,images/Shops/02/101.jpg,Unit:  #02-42Tel: 6634 2118,,,
Giordano,Fashion & Accessories,images/Shops/02/90.jpg,Unit:  #02-36Tel: 6513 7162,,,
Gorgeous Gorgeous,Fashion & Accessories,images/Shops/02/80.jpg,Unit:  #02-33Tel: 6752 3928,,,
Holland & Barrett,"Hair, Beauty & Wellness",images/Shops/02/111.jpg,Unit:  #02-51Tel: 6634 2721,,,
Hush Puppes (pop-up outlet),Fashion & Accessories,images/Shops/02/112.jpg,Unit:  #02-52,,,
Isetan,"Dept Store, Hyper/Supermarket",images/Shops/02/78.jpg,Unit:  #02-30/31Tel: 6363 7777,,,
Kizz Lisa,Fashion & Accessories,images/Shops/02/82.jpg,Unit:  #02-28Tel: 6636 9101,,,
Kohong Fish Spa,"Hair, Beauty & Wellness",images/Shops/02/97.jpg,Unit:  #02-40Tel: 6387 8611,,,
Meyson Jewellery,Jewellery & Watches,images/Shops/02/106.jpg,Unit:  #02-43/44Tel: 6634 4478,,,
Milkissimo Caffe,"Restaurant, Cafe & Fast Food",images/Shops/02/709.jpg,Unit:  #02-13A,,,
Ministry Of Food,"Restaurant, Cafe & Fast Food",images/Shops/02/121.jpg,Unit:  #02-04/05/06Tel: 6634 4610,,,
Ministry of Style,Fashion & Accessories,images/Shops/02/83.jpg,Unit:  #02-34,,,
Minoshe,Fashion & Accessories,images/Shops/02/701.jpg,Unit:  #02-22Tel: 6634 2517,,,
New Zealand Natural Cafe,"Restaurant, Cafe & Fast Food",images/Shops/02/127.jpg,Unit:  #02-12Tel: 6634 4718,,,
nubox,Electrical & Electronics,images/Shops/02/107.jpg,Unit:  #02-45/46Tel: 6634 6180,,,
OGAWA,"Hair, Beauty & Wellness",images/Shops/02/108.jpg,Unit:  #02-47Tel: 6634 2355,,,
Prata Wala,"Restaurant, Cafe & Fast Food",images/Shops/02/130.jpg,Unit:  #02-K5/K6Tel: 6634 2910,,,
Prive Mobile,Telecommunications & Accessories,images/Shops/02/95.jpg,Unit:  #02-K11/K12/K13,,,
PUTIEN,"Restaurant, Cafe & Fast Food",images/Shops/02/102.jpg,Unit:  #02-18/19Tel: 6634 7833,,,
Royal Sporting House,Sports,images/Shops/02/81.jpg,Unit:  #02-29Tel: 6634 4878,,,
Sianeder,Fashion & Accessories,images/Shops/02/86.jpg,Unit:  #02-26Tel: 6636 7742,,,
Smoothie King,"Restaurant, Cafe & Fast Food",images/Shops/02/105.jpg,Unit:  #02-K2/K3/K4Tel: 6634 5965,,,
Soup Restaurant,"Restaurant, Cafe & Fast Food",images/Shops/02/129.jpg,Unit:  #02-15/16Tel: 6634 2822,,,
Sportslink,Sports,images/Shops/02/98.jpg,Unit:  #02-20/21Tel: 6634 6453,,,
Spring Maternity & Baby,"Kid's Fashion, Toys & Maternity",images/Shops/02/115.jpg,Unit:  #02-55Tel: 6634 2294,,,
Starbucks,"Restaurant, Cafe & Fast Food",images/Shops/02/118.jpg,Unit:  #02-K1Tel: 6634 4650,,,
Subway,"Restaurant, Cafe & Fast Food",images/Shops/02/126.jpg,Unit:  #02-11Tel: 6634 4758,,,
Swensen's,"Restaurant, Cafe & Fast Food",images/Shops/02/122.jpg,Unit:  #02-07/08Tel: 6634 4072,,,
Swissbake,Bakery & Confectionery,images/Shops/02/128.jpg,Unit:  #02-14Tel: 6634 4426,,,
The Cheongsam Shoppe,Fashion & Accessories,images/Shops/02/84.jpg,Unit:  #02-35Tel: 6634 4701,,,
The Paper Stone,"Gift, Hobbies & Leisure",images/Shops/02/131.jpg,Unit:  #02-33A,,,
TK Trichokare,"Hair, Beauty & Wellness",images/Shops/02/88.jpg,Unit:  #02-24Tel: 6509 1990,,,
Universal Optical,Optical,images/Shops/02/100.jpg,Unit:  #02-41Tel: 6634 4742,,,
Vivi,Fashion & Accessories,images/Shops/02/79.jpg,Unit:  #02-32Tel: 6634 7402,,,
Watsons,"Hair, Beauty & Wellness",images/Shops/02/117.jpg,Unit:  #02-57Tel: 6483 9201,,,
Window Image and Interior Furnishing,Home & Lifestyle,images/Shops/02/109.jpg,Unit:  #02-48Tel: 6345 2777,,,
Young Hearts,Fashion & Accessories,images/Shops/02/89.jpg,Unit:  #02-23Tel: 6481 3887,,,
Zepy Games,"Gift, Hobbies & Leisure",images/Shops/02/113.jpg,Unit:  #02-53/54Tel: 6555 5024,,,
Aibi,"Hair, Beauty & Wellness",images/Shops/03/232.jpg,Unit:  #03-25/26Tel: 6634 4553,,,
Ajisen Gourmet Town,"Restaurant, Cafe & Fast Food",images/Shops/03/260.jpg,Unit:  #03-06/07Tel: 6634 7628,,,
Aster Pau,Snacks & Specialties,images/Shops/03/269.jpg,Unit:  #03-K9Tel: 6634 1322,,,
Barcook Bakery,Bakery & Confectionery,images/Shops/03/248.jpg,Unit:  #03-K18Tel: 6483 6588,,,
BBQ delights,Snacks & Specialties,images/Shops/03/271.jpg,Unit:  #03-K5/K6Tel: 6634 4286,,,
Beard Papa,Snacks & Specialties,images/Shops/03/256.jpg,Unit:  #03-K15Tel: 6634 2324,,,
BottomSlim & Tokyo Bust Express,"Hair, Beauty & Wellness",images/Shops/03/243.jpg,Unit:  #03-31/32Tel: 6634 4401 / 6634 4191,,,
Clariancy,"Hair, Beauty & Wellness",images/Shops/03/234.jpg,Unit:  #03-27Tel: 6636 7020,,,
Dessertstory,"Restaurant, Cafe & Fast Food",images/Shops/03/240.jpg,Unit:  #03-17Tel: 6634 2697,,,
Dragon Brand Bird's Nest,"Hair, Beauty & Wellness",images/Shops/03/275.jpg,Unit:  #03-39Tel: 6509 0955,,,
Elephant & Castle,"Kid's Fashion, Toys & Maternity",images/Shops/03/235.jpg,Unit:  #03-28Tel: 6634 8191,,,
Eu Yan Sang,"Hair, Beauty & Wellness",images/Shops/03/277.jpg,Unit:  #03-41Tel: 6634 4835,,,
Eu Yan Sang TCM Clinic,Clinic,images/Shops/03/231.jpg,Unit:  #03-24Tel: 6634 8042,,,
FairPrice Xtra,"Dept Store, Hyper/Supermarket",images/Shops/03/278.jpg,Unit:  #03-42Tel: 6634 4948,,,
Fancy Delight,Snacks & Specialties,images/Shops/03/246.jpg,Unit:  #03-K21,,,
Four Seasons Durians,Snacks & Specialties,images/Shops/03/264.jpg,Unit:  #03-K14Tel: 6634 2979,,,
Fragrance Foodstuff,Snacks & Specialties,images/Shops/03/245.jpg,Unit:  #03-14Tel: 6634 2004,,,
Fruit Juice,Snacks & Specialties,images/Shops/03/273.jpg,Unit:  #03-K1,,,
GNC,"Hair, Beauty & Wellness",images/Shops/03/276.jpg,Unit:  #03-40Tel: 6484 1259,,,
